Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Area Population,More than 3 bedrooms,Price
65383.33791728687,7.512526778745121,6.640032003754,35114.402463487364,1,1294685.158547012
95450.29308601316,6.595060684781336,6.850361008137979,39388.515521077454,1,2014851.344161515
73698.69635729125,6.3727309322299455,6.578352073763631,51815.09641862213,1,1840236.005802689
66263.91050116325,6.374930066018735,6.7369741310107445,49829.9515004814,1,1441421.912993609
75394.75958162155,6.933352467549662,7.834099800649182,22268.07530558209,1,1498640.5506503703
65984.75064485827,6.512270085009224,6.316480020228284,21867.47693989448,0,954746.5764328244
66477.26279229036,6.982151725125714,6.038487979300023,32458.98669901376,0,1124635.9316285902
69284.25963691327,5.3474470914238745,7.173425885179992,40282.72428010049,1,1169944.2477587468
70404.49610371923,5.544083725506495,6.001261362192467,37127.9255010042,0,1114430.95342313
74218.4890218834,8.069721867473751,6.506374302162949,46770.6609678888,1,1783534.838827364
63441.71464512622,6.471673726586273,7.064811136062072,48061.75267334161,1,1302933.247569278
57493.924570279465,6.8932601570417855,6.734045416240348,47039.21532294127,1,1241483.6118732512
81543.77731533442,5.503923196339867,5.897052836266327,9816.300884708531,0,954114.5439535476
78633.97375508897,5.465393231160197,7.53114301190621,43728.803486197095,1,1555320.5000011197
52202.85371971352,4.869306181391179,4.414380865779894,42165.81245686793,0,404976.365896227
67980.38878192916,5.562938814255565,6.159705222415725,25909.079196423907,0,1073183.759841627
78568.44916405229,5.475737319995329,6.291600795963247,41016.64709111233,0,1422195.8794505682
55472.65482690559,4.822147136010048,5.8559723089516895,15353.956428663045,1,340605.2113124609
67579.23479443134,5.973219004488523,7.754357545442311,21762.94968562536,1,1170959.5262846122
61456.15070378085,6.882954326433157,6.417572621814379,30821.41208657685,1,942838.1647218134
60815.39039496142,7.170128530473722,7.984335122159103,31233.649345910067,1,1401613.9197693218
51217.181160371845,5.384841407498108,8.776160033559263,47089.47508109751,1,1175504.48633204
63027.67471485826,4.855968121105956,5.580905937457928,35991.72063788777,0,608794.2466921951
62484.855299128,6.496651466369282,7.322709774158183,26882.651794677204,1,946943.0362171356
73923.4662743976,7.005505784838957,7.13506334705251,58745.312027558924,1,1819900.6366437145
79737.60976390014,7.315957927203858,6.6110960049951695,28307.314325644977,0,1463130.2729789368
63890.47156766457,4.97230656848968,7.916386397194928,43416.497820927936,1,1252391.1798421678
67310.03695278612,7.19379298887946,7.760732554508707,43310.61242826768,1,1714445.1746365826
73145.73021780259,4.096517242790362,7.25421743282951,49463.37887902853,1,1291759.392660681
86924.35876562174,6.832939698754405,7.738295553417699,28719.41088814547,1,1809154.2893631735
74384.10562904492,7.411486570673661,5.1648654759782895,17117.443674840757,0,1200539.361167783
67477.78818404296,6.6235282933178175,7.916171659861113,29763.92534861556,1,1300265.2104154662
71202.9569203271,4.318869132877143,6.634954065509124,34207.397208470094,1,997448.7280769936
85845.31779919547,6.743652960918068,9.468766369195867,46477.67868450174,1,2152959.4089430883
72138.87048244949,7.163640935330664,8.485778262707221,35799.638274321755,1,1629983.8467032425
44806.00516405547,4.494570527956874,4.7253251166241865,57390.89007381044,1,497579.4465868728
67504.1784594896,5.329798508888414,5.89441194891935,37441.12054361438,1,890112.5493178923
74706.10053171057,5.003327764385793,5.661064126685242,39680.60932043607,0,1064685.698733535
68898.34591339418,6.7876485292640485,7.871352644418106,39515.57156160544,1,1530124.0163168954
58118.01816079887,8.13721447105525,5.65090028566729,35598.390437472044,1,1246246.8277597644
77643.28308709673,6.070115922340354,5.381038359373993,35512.2550468822,1,1240754.932046382
67769.82559099872,8.074693667681723,6.7616314076168775,33254.60340942823,1,1760734.690364014
74411.05989226673,5.534627543649976,7.2101233611688516,43537.50294550512,1,1393746.760467427
73101.07879766863,4.1041299227226125,8.920333221277762,29497.97129335373,1,1172385.8977045629
58708.417156740135,5.083861035728073,6.262825883607428,15969.926041239794,1,483986.10899252974
63876.0599100904,7.080219325540688,7.187432974886651,38052.87644316596,1,1388530.1566836066
68343.15409141897,6.39244379007958,8.42511289496364,40653.87006540168,1,1721739.3841384957
73064.97996127995,5.994062799456889,7.204368895136857,30699.33971051107,1,1276448.792042974
67367.26808279865,6.774710808664321,6.690894898640917,32547.272533076568,0,1161742.677446362
66547.18175159235,6.350672041927902,5.305000412053215,16741.964987126685,0,786407.9451174276
73313.5453841825,6.4147232356051775,8.492901228869574,37808.99667212122,1,1604920.973458414
47681.36173303452,6.890508224210208,7.788267986215613,50908.97890911073,1,1230149.136786441
67910.94912846226,6.445851907019399,6.675937267762167,31379.7829705824,1,1051644.5540225492
69277.8912498076,6.142591681366374,7.811724470630432,43717.9130919397,1,1415073.6141811854
67946.71467561321,5.403175672900816,5.671136342785448,35197.94256902535,1,1043483.9151320348
90975.11327248043,4.740683034960744,8.320351986302773,44426.21364759751,1,1544379.7477356796
61885.546440328886,5.405265969173887,6.9141957695988205,48726.951303303016,1,1352135.9672641808
69401.8472172649,7.042354994979091,8.097044284953615,29293.074048931023,1,1505727.4308014044
72969.12127123054,6.188575726156947,8.076943603616291,31755.721364239937,1,1416965.9786882403
75582.4597645351,5.506473429253344,6.774986418531476,31946.30386752329,1,1046721.9761732472
56241.22677313176,5.623087015761985,6.818670753532728,32745.368120153835,0,939040.0035601156
79412.83547174576,6.087360168695928,7.481321112226407,17568.733760583364,1,1383031.332366437
79618.23684602088,4.566166100869577,6.669888411446438,29636.507110556628,1,1072503.237943672
67019.07404739733,6.487943166707262,7.331330100018214,24997.108705994284,1,1134397.7577153658
56063.48086676334,5.106935120148067,5.385339777521385,39129.296704702894,1,734827.50801229
57077.58030406928,5.775467040583668,6.952026673761361,33393.91660322465,1,991892.3174842466
75954.81825301821,4.289916280544532,7.418750602810834,34467.75869800994,1,1057252.5826211006
52575.81517492219,7.13371941713148,7.173698881863384,41828.57961688685,1,1237224.8587518162
63312.805674677424,6.139115451621262,8.199615241424839,43230.35215795722,1,1442632.5412265589
82526.96210481907,6.453073406098016,7.74824895259721,43947.680264122566,1,1877402.3197269463
73204.94213228808,6.640915863053527,7.3119123213479345,35090.50080986771,1,1394518.4154676315
56357.193138054856,5.707903109151974,5.240300886600403,38061.99829895616,1,953939.3299056444
71316.62465041465,7.107767687213711,7.088992690921169,21651.699409211684,1,1219778.0342015522
75046.84820392633,4.983084628511218,8.877240041623617,32468.031152300973,0,1287325.381856674
84474.16005619023,6.970854745872441,5.935909326221994,38677.8151530554,0,1739893.5550495968
68162.68392566858,6.962206715963229,6.697358009859321,31843.876337225865,1,1213382.2226364696
62784.33294834321,7.572350215321666,4.652717554450587,35122.389471607785,1,1007478.7484311544
67009.81567374436,6.849769936594268,7.610720856104885,39737.12260896311,1,1528756.1261500276
67437.25036335622,6.767363237303743,6.703917223272023,29356.22336792508,0,1182459.7716636744
65967.76930857648,6.847724976116604,7.777279443513267,35799.96254832016,1,1474546.7621461137
42816.30588550866,7.603999923452179,7.04524851047004,47457.662214283846,1,1078016.9396491002
83347.66969696443,5.468158427157482,5.475252653496949,48226.71892778012,1,1453381.624303107
81699.87999554253,5.47980182956556,6.476007341193744,39527.04856084637,1,1495012.9648340766
56143.78866493648,4.580122445909624,6.668979774275282,45084.03665959033,1,714148.4147529015
59513.83491952116,4.8851317712611015,5.574714349694394,44162.279205220126,1,894292.0474101036
78379.41223900416,5.9856971510838894,5.681833507283006,31357.38821429765,1,1159841.8313392492
70877.37574291864,6.766877154030711,7.213659075278037,36033.42685154353,1,1195986.2988348743
61526.974447976725,6.593962539007936,9.180401428602025,27307.948031413587,1,1381430.630188794
65316.99602070992,7.414875230659792,6.7330848667092935,55799.49748118191,0,1534889.8534666563
76268.81833386318,6.942797866602705,6.147907595982693,38649.852386212464,1,1494125.3298718815
48531.364228529885,6.863184038794897,8.517401059111707,39731.150563494666,1,1356146.2608426227
82906.65480115911,5.9014516557308205,5.767366135557098,38820.48194376132,1,1454943.0736612405
63117.84405077348,4.940396705340588,5.636779394573885,43091.845142505816,0,774118.1878354995
75860.86114889306,3.690890569678809,4.7883802065518255,41003.88008113764,1,889113.2388612495
68844.76424875809,4.8604529996615895,6.916808181467376,48392.49736045838,1,1211102.210889241
52446.26685600125,5.694610807792681,7.429639244113227,32934.553200974915,1,658646.1847265189
69342.70683990403,5.804686752456644,7.805903702425885,37082.37421891178,1,1400104.8707602615
55932.05268387101,7.218309145223245,6.020201205065965,42488.30999955216,1,1262017.792059947
53306.92213650367,4.632267718361729,6.194794324882633,39063.33871389049,0,553077.2126120757
56976.546398416926,6.06121224055646,7.259286709164788,46375.50249433843,1,1203247.8901339215
51296.48862971061,6.155259763653063,7.8317664755828815,32078.90680116645,1,1115323.0148424057
63995.00489280112,7.597533220442818,7.090050637208992,24748.268270891323,1,1301881.416528581
71915.14668577212,6.279753853557661,5.521216370644254,27714.29365685632,1,1006687.3871388726
62137.597213310924,5.440725043096192,7.235191288051678,19045.61950521181,1,749383.0725554076
78050.96982777538,5.234044767850818,6.2903058884706295,27789.748516297328,1,1075596.5865851988
67371.42085657586,5.333820711722908,6.624951289232869,24797.764758517227,1,739870.7936402658
59362.76638285366,7.48263024156822,8.003006746190675,44723.35372969352,1,1442945.1449720778
57003.109637399,7.010583459838792,6.356258719499955,29594.69337497592,1,828497.0670960692
68989.31220946508,6.075426018025608,7.879588244756828,32629.60383487844,1,1373290.8607785418
70969.90210264188,4.90181779874016,6.396268005904592,24833.64614509016,1,925566.331316076
82251.6530083296,7.741091333917388,7.636653827124367,18408.798635339484,1,1552536.7639745462
71306.45729927486,5.773717162531532,6.688230169654562,43284.39715786267,0,1335904.5009155408
70921.56856864705,5.665185384549687,6.375371505488283,29390.21727018504,1,960808.291081754
70739.46009573009,6.710699575938633,7.166501645912911,35148.66775270884,1,1405933.0186992486
58097.841822991024,6.386347995576972,6.144038119393716,19903.00007882848,1,619087.6936175337
51273.5088526293,7.032317225810648,6.888205629009329,53811.8949059733,0,1329273.2276498622
76326.59232469668,5.02469487017704,4.936329008647585,42779.831295917815,1,1261843.8443217382
63584.04588001952,5.832827571239211,6.029160867165066,46340.18858141246,1,1175781.4175700566
86340.2872916062,4.930051000348545,6.183440077191862,35630.560451493104,1,1437053.5572016188
79471.23881699878,5.867269778244334,8.197289420628195,36616.16883437132,1,1594415.2262912183
55879.5037922299,6.407946258168519,5.370386614169023,37360.06355740455,0,931357.9954219256
40503.54133219899,6.881778622861368,6.566175292607293,45979.47754493003,1,798639.6541779223
83394.40783174943,5.60148666755078,5.9050243437326095,30487.524623204143,0,1451739.624652712
64501.2264490648,6.001641690907001,7.293476753807881,43869.30998440175,1,1278991.6886996122
59569.53734000421,6.27953689058963,7.32537953908138,31294.65246040437,1,885920.553249364
69280.31627168207,6.861548027571184,6.923618931703742,40290.91149402397,1,1425632.5419741997
66342.48968113726,5.857266081732996,6.949108920124765,11792.815159070457,1,901881.7426862384
73367.04599083934,6.173290661038383,9.054709887987451,23684.787951169244,1,1521730.791403271
57122.22483946128,5.707650030009747,5.929733805119477,41972.77154374417,0,716771.0057488753
61978.84804645049,7.912276046909691,8.437966415855882,56957.187749933095,1,1696717.1072993656
54299.968820232025,6.635899749087418,6.851535827684738,39512.66370560078,0,819598.0078481787
71424.40600668853,5.598933219713175,8.522538377872323,37242.56159333399,1,1584213.95748502
57353.15435674696,8.075447920117234,5.678555483410878,16906.421720581668,1,798892.5150396761
44731.10979996538,4.188658328546152,8.942797164237117,39633.47304108839,1,601973.0017397135
76175.49392770544,4.52414065164513,9.524973612345676,30760.994956471503,1,1456486.292963147
66574.70999393109,5.550264728638205,6.844150152614081,69575.4494636571,0,1702406.0389352096
91731.15438275636,5.184810712102609,7.943879719757178,33102.09542220829,1,1566471.008325363
75487.03259942801,6.4539316775765085,7.737095684108223,41105.3906304319,1,1592210.175923131
58088.43812962346,6.0178310005194735,5.790005274481309,51925.411612821525,1,937628.3466936616
76319.21860437217,6.873130198484817,6.294054950948832,48026.308367530655,1,1558547.577837524
60575.16244459221,5.907565592174377,6.964616001913247,32158.96790397629,0,1156329.2740497622
69607.13366543148,7.077680826112612,7.833081191677762,34609.040215179964,1,1514349.692197701
67056.84048037339,5.222168521547248,7.163517523214236,25134.68148451727,1,1039107.3263056172
60640.931881289725,5.165921528637428,5.355113623616555,43119.54065626024,0,809089.6719454966
69031.9088775756,5.779976245903892,5.501755137617892,15660.403008354837,1,675536.3914885672
80356.20938675496,4.660417824381508,9.7102168956017,16215.417278487696,1,1373589.8035017387
60081.17662036469,6.76852369608704,8.204552837977621,60195.74626715885,1,1690091.018694864
61881.47930965317,6.519463053465843,7.114083652111082,35597.37289302554,1,1253370.1489213388
59590.96529244685,6.891731041167128,5.736029404406763,24153.882522980137,0,774073.561854088
89831.31929199783,5.201963719662058,7.719652763616865,45335.36027620083,1,1741959.834430735
72175.28349942718,7.421738946306998,6.828247304734245,50305.7954131864,0,1705762.7883189672
67589.0488415116,6.214842629886668,6.060884655694612,33203.383921755085,0,1071109.9165850952
77300.0314436444,5.2609747263944815,6.9365480243203645,29499.04095251404,1,1118047.9912095168
65382.88832347801,5.396819180014767,7.6483861137540226,41723.05474122701,1,1165253.0327180624
71145.21270418004,6.1521099752376935,6.765832563092491,35642.530335506715,0,1280910.189933004
61053.03800341368,5.787890691614519,5.687062576234172,40675.77382612714,0,841122.8823806869
65125.94786821606,5.928483442537703,7.05775799240006,37642.785273073976,1,1228810.7450455215
51949.295702728064,6.2098030366220645,8.051118255760873,35336.0630541134,1,1086072.0710614217
75897.98883845986,5.316933287381153,6.768229398566822,34162.67060680326,1,1204372.295219665
71468.3504959454,6.158043452805399,6.361238404842278,43269.03336682754,1,1345004.119756513
53287.99207222874,5.755609226659856,7.162322376317367,45152.014268008046,1,1116902.3448930443
61503.04059605399,5.1308131302170725,7.015317326319561,37650.869709323255,1,822431.7302651771
68896.04856078919,6.386325180280238,8.365074593987138,28394.60978021765,1,1360623.694456931
91159.41832718057,6.536045427933751,7.373850919174269,54861.091096616976,1,2298379.48670761
63375.34847930338,6.672340059594459,7.883780976970764,45633.19223997179,1,1400498.2675747594
59695.57147423664,5.4453828503806205,6.032795264653433,20702.802670064808,0,566848.7320986082
63183.88974172166,5.570561937281831,7.541807495807446,58691.20066480728,1,1367586.277738016
61177.80813473723,6.998928282257402,7.088385882572747,26396.29111179972,1,1113373.5200017327
58642.311222216034,5.2099230928527085,6.2753711251437725,35131.578145165775,1,721974.551474637
53112.278060523386,5.1386518154851055,6.325363470975339,40367.38387092572,1,685503.9902718081
40366.61629125728,4.902939589246314,7.617118099962791,16349.365394310094,1,152071.87474956046
62207.47580558837,7.297532823289815,7.002864274301249,34317.538311429904,1,1280431.5736478446
57477.950762329325,5.405444821204956,7.207172822223662,23649.9688699109,1,568703.1838335629
55630.48895714828,6.283122836391756,8.93311998510628,38943.095990938345,1,1200764.8442004516
72399.30555714517,6.740676312444728,7.552269769034799,41662.00006926444,1,1607161.6371450324
89868.89192719842,4.504274579174531,7.234479886699996,30101.72457437895,1,1421715.4153436075
59801.49102943553,4.210462757597713,4.954387464005629,33534.9264026452,0,311111.2005867723
61957.15430368169,7.841080501837604,7.472966963481972,38448.49148202493,1,1338044.383312593
71123.43281553731,6.685810937211534,6.169238369795872,44020.14410184685,1,1417870.982736731
55202.705470425964,4.375933244174512,8.259044318322896,28424.951645910685,1,796389.4379566306
79298.12200821388,7.1882081346869215,5.336841155637915,15753.266638486408,1,1310207.133039433
65070.56700870923,7.143558507159831,5.5797660549495385,24852.565152917232,1,994897.7277644676
68494.98255210553,7.230364893023652,7.265462684498114,13998.57120519688,1,1202987.8293471355
55702.20537617496,5.551957131761892,5.64855539650755,40087.79561436488,1,768751.9005440959
57233.60849235336,7.893834161357629,6.036621215250689,37374.91924462835,0,1211655.3054900412
85313.88545069011,6.033157792417207,6.633757594605541,23974.435567517416,1,1540418.2221625454
60224.65171307354,4.675940132662356,5.428846667140256,42182.86211046352,1,712228.4243027219
73873.81918888786,6.789870886338685,6.6309090861014255,33336.32734675036,1,1525533.406625511
63149.485228916594,7.1562944333471945,5.518835024331598,37578.846872002585,0,1034218.4018590322
58593.79403506247,4.662980906150839,6.333616931880895,39287.52790248172,0,874103.6606065923
73839.87241657263,6.446181952298759,8.274063584311326,47602.51020509141,1,1912825.285217769
75984.83110879795,6.725721311036272,7.887775836316504,42248.68585554967,1,1754770.5902068643
82145.36942107815,6.540967950191393,6.876150328884672,25736.09605455749,1,1340066.913084396
69017.18280012655,5.77710614834081,5.783612778547622,55830.75283571365,1,1446756.8627614232
75429.17897604674,6.818759161009513,7.570447110624041,36769.24968163209,1,1592768.2418269338
69513.53892073044,4.122901533148037,7.641107312416666,14054.05343322935,1,660364.9813358303
57782.41707710912,5.15930097752672,6.332626733044224,33426.84937548807,0,861321.5806924718
74372.13845247941,6.562379590475677,8.184510518059634,34321.96015488425,1,1648246.7742056048
63522.12193223416,5.5380428493757465,6.952195766338214,31995.525292187416,0,977135.885657804
61193.714830606536,7.647150881972758,9.086807717369458,33196.059836983484,1,1591934.1903279135
60316.79073047228,4.308730208474473,5.564352875406084,33831.893626055775,1,695386.3310386214
58469.91220251151,5.4088999650511065,4.807387458070322,33547.984821256905,0,568977.0727690812
75179.90298976263,4.595920955904108,7.201635798893817,23978.09330470165,1,935590.8042953262
56186.96329135335,3.9920279464886255,8.960742514901394,41855.65473511035,1,984311.774539692
73225.06629546855,5.9334985362010135,6.868603895081705,61830.53972217983,0,1796245.8079055634
74338.92770976378,5.08471486781009,5.186852795730614,18057.17178445354,1,720080.2320528892
52188.118727456414,5.636892090562989,5.80740147918808,42495.75467732488,1,783808.4024661684
83311.10394324992,6.690551404507723,8.297556744755871,30386.36631076522,1,1598615.9744864176
72288.67520295737,6.599434696688808,7.979877823699213,39146.9204990548,1,1564125.2379417687
54866.21569435776,6.986763275413567,7.285434147207383,35192.84402784524,1,929480.6298952122
85759.65776192374,4.789357418179967,8.965705366370031,25897.758021483216,1,1414495.3431338137
59453.34203694822,6.291113540231799,7.482571479130465,29697.64480583127,1,837668.1026021099
69878.7741990808,7.218330987033392,6.2491922346316775,26814.17474758404,1,1197515.4542248368
59243.29763001673,6.729520552223568,7.058764827692587,51405.35248435904,1,1232004.8298347492
57853.33019600966,6.500094305857644,7.31655100341926,47688.22659778629,1,1285933.4084066823
66643.3146336998,6.392834115438602,7.698007535660317,30971.15710633633,1,1361521.9829376258
69248.29958792876,5.958735586989858,5.652694477356138,35990.10338695565,0,1090826.3744863127
75129.72115820681,6.287836930790459,7.447318295797884,41620.289298398464,1,1475319.6991355843
76209.99530758715,7.009045647695262,5.464338971286142,22721.6493988536,1,1066659.3829883514
69342.37656545285,6.069486986920962,8.018121332911239,21641.972863545918,1,1117432.9800574498
77630.95507510817,6.8096274201754685,6.829667440544687,31739.8891160808,0,1420283.5588377572
68929.15807448354,7.590878455931669,6.8919694931317945,172.61068627290044,1,840272.8648923194
70990.80491366566,6.014814126704311,4.651974294470894,30904.253034662728,0,1024907.9401935096
55860.680838466586,7.751794757089147,9.024502670125976,40335.22027625752,1,1494241.2261904366
56380.988395076914,5.706260589311099,6.6509045285987805,43994.24411460791,1,1125880.4873707383
64306.33881913622,4.806617646621004,7.879677057244367,30762.36020559,1,1082455.0175112423
76547.95669776655,6.503221469897982,6.974804487187535,40564.644887925286,1,1554634.9946986004
57101.71705023682,5.493161996411708,7.650205974009912,41104.46662064926,1,1011365.3649421224
76192.65603586528,7.303749825854231,7.337589916967904,21245.841619210198,1,1432756.5170942058
79585.55222987563,5.778524695376402,8.430787826458772,31773.337395105867,1,1612717.553099336
70759.85580379449,6.367973326313857,5.493294013074307,25981.831003107392,1,973299.8617887148
76907.2381605467,5.205508259272862,6.462700239037313,21658.409322538064,1,679228.9927468386
